PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,data_quality_score,lead_time_days,total_original_value,total_negotiated_value,cost_savings,savings_percentage,defect_rate,quality_score
PO-00585,Beta_Supplies,2022-08-29,2022-09-01,Office Supplies,Delivered,706,65.33,62.06,60.0,No,100,3.0,46122.979999999996,43814.36,2308.6199999999953,5.01,8.5,91.5
PO-00586,Gamma_Co,2023-11-20,2023-11-30,MRO,Cancelled,169,47.16,43.4,0.0,Yes,100,10.0,7970.039999999999,7334.599999999999,635.4399999999996,7.97,0.0,100.0
PO-00587,Gamma_Co,2022-11-14,2022-11-20,Office Supplies,Pending,880,19.15,18.69,0.0,No,100,6.0,16852.0,16447.2,404.7999999999993,2.4,0.0,100.0
PO-00588,Gamma_Co,2022-08-19,2022-08-25,MRO,Delivered,1860,95.8,92.17,105.0,No,100,6.0,178188.0,171436.2,6751.799999999988,3.79,5.65,94.35
PO-00589,Delta_Logistics,2022-07-23,2022-08-09,MRO,Delivered,1677,22.98,21.71,246.0,Yes,100,17.0,38537.46,36407.67,2129.790000000001,5.53,14.67,85.33
PO-00590,Beta_Supplies,2022-05-31,2022-06-07,Packaging,Partially Delivered,1131,97.43,91.28,103.0,Yes,100,7.0,110193.33,103237.68000000001,6955.649999999994,6.31,9.11,90.89
PO-00591,Epsilon_Group,2022-01-26,2022-02-03,Raw Materials,Cancelled,1419,50.14,43.46,0.0,Yes,100,8.0,71148.66,61669.74,9478.920000000006,13.32,0.0,100.0
PO-00592,Delta_Logistics,2022-02-17,2022-02-18,Raw Materials,Pending,790,26.8,25.62,115.0,Yes,100,1.0,21172.0,20239.8,932.2000000000007,4.4,14.56,85.44
PO-00593,Gamma_Co,2022-09-08,2022-09-27,MRO,Pending,1547,61.12,53.43,77.0,Yes,100,19.0,94552.64,82656.21,11896.429999999993,12.58,4.98,95.02
PO-00594,Delta_Logistics,2023-05-02,2023-05-20,Office Supplies,Cancelled,166,95.65,94.48,23.0,Yes,100,18.0,15877.900000000001,15683.68,194.22000000000116,1.22,13.86,86.14
PO-00595,Alpha_Inc,2023-09-18,2023-09-21,Electronics,Delivered,1903,83.49,82.33,43.0,Yes,100,3.0,158881.47,156673.99,2207.4800000000105,1.39,2.26,97.74
PO-00596,Delta_Logistics,2022-03-16,2022-03-29,Office Supplies,Partially Delivered,840,83.42,80.35,153.0,Yes,100,13.0,70072.8,67494.0,2578.800000000003,3.68,18.21,81.78999999999999
PO-00597,Delta_Logistics,2023-04-12,,MRO,Delivered,1200,74.49,64.63,161.0,Yes,100,,89388.0,77556.0,11832.0,13.24,13.42,86.58
PO-00598,Gamma_Co,2023-03-01,2023-03-18,Raw Materials,Delivered,1466,77.37,70.35,72.0,Yes,100,17.0,113424.42000000001,103133.09999999999,10291.320000000022,9.07,4.91,95.09
PO-00599,Alpha_Inc,2023-10-07,2023-10-21,Office Supplies,Delivered,1981,95.5,94.39,49.0,Yes,100,14.0,189185.5,186986.59,2198.9100000000035,1.16,2.47,97.53
PO-00600,Gamma_Co,2023-08-13,2023-08-16,Packaging,Delivered,1062,35.55,32.38,0.0,Yes,100,3.0,37754.1,34387.560000000005,3366.5399999999936,8.92,0.0,100.0
PO-00601,Alpha_Inc,2022-07-19,2022-07-30,MRO,Delivered,1714,55.67,55.09,42.0,Yes,100,11.0,95418.38,94424.26000000001,994.1199999999953,1.04,2.45,97.55
PO-00602,Alpha_Inc,2023-12-15,2023-12-30,Office Supplies,Delivered,1131,33.35,31.28,23.0,Yes,100,15.0,37718.85,35377.68,2341.1699999999983,6.21,2.03,97.97
PO-00603,Alpha_Inc,2023-01-29,2023-02-15,Office Supplies,Delivered,683,104.82,101.34,0.0,Yes,100,17.0,71592.06,69215.22,2376.8399999999965,3.32,0.0,100.0
PO-00604,Gamma_Co,2023-05-22,2023-06-09,Packaging,Partially Delivered,562,102.56,90.88,38.0,Yes,100,18.0,57638.72,51074.56,6564.1600000000035,11.39,6.76,93.24
PO-00605,Alpha_Inc,2023-02-14,2023-02-20,Electronics,Delivered,1824,14.43,14.11,36.0,Yes,100,6.0,26320.32,25736.64,583.6800000000003,2.22,1.97,98.03
PO-00606,Beta_Supplies,2022-09-07,2022-09-12,Electronics,Partially Delivered,851,76.44,74.76,91.0,Yes,100,5.0,65050.439999999995,63620.76,1429.679999999993,2.2,10.69,89.31
PO-00607,Beta_Supplies,2022-06-01,2022-06-03,Office Supplies,Delivered,1169,95.6,82.16,103.0,Yes,100,2.0,111756.4,96045.04,15711.36,14.06,8.81,91.19
PO-00608,Epsilon_Group,2023-11-03,2023-11-20,MRO,Delivered,1711,29.14,26.35,48.0,Yes,100,17.0,49858.54,45084.850000000006,4773.689999999995,9.57,2.81,97.19
PO-00609,Beta_Supplies,2023-12-06,2023-12-12,Packaging,Pending,1191,68.14,61.71,112.0,Yes,100,6.0,81154.74,73496.61,7658.130000000005,9.44,9.4,90.6
PO-00610,Epsilon_Group,2022-01-06,2022-01-14,Electronics,Delivered,609,92.39,82.75,29.0,Yes,100,8.0,56265.51,50394.75,5870.760000000002,10.43,4.76,95.24
PO-00611,Beta_Supplies,2022-04-20,2022-05-07,Office Supplies,Delivered,1674,13.25,11.77,181.0,Yes,100,17.0,22180.5,19702.98,2477.5200000000004,11.17,10.81,89.19
PO-00612,Gamma_Co,2023-03-12,2023-03-15,MRO,Delivered,537,77.86,71.18,20.0,Yes,100,3.0,41810.82,38223.66,3587.159999999996,8.58,3.72,96.28
PO-00613,Epsilon_Group,2022-08-13,2022-08-31,Electronics,Delivered,1310,38.05,37.0,45.0,Yes,100,18.0,49845.49999999999,48470.0,1375.4999999999927,2.76,3.44,96.56
PO-00614,Delta_Logistics,2022-06-30,2022-07-10,Raw Materials,Delivered,1958,95.53,91.72,308.0,Yes,100,10.0,187047.74,179587.76,7459.979999999981,3.99,15.73,84.27
PO-00615,Delta_Logistics,2023-12-14,2023-12-17,Office Supplies,Delivered,946,108.6,101.78,146.0,Yes,100,3.0,102735.59999999999,96283.88,6451.719999999987,6.28,15.43,84.57
PO-00616,Beta_Supplies,2023-06-15,2023-06-21,Packaging,Partially Delivered,1345,103.06,95.14,0.0,Yes,100,6.0,138615.7,127963.3,10652.400000000009,7.68,0.0,100.0
PO-00617,Delta_Logistics,2023-04-21,2023-05-10,MRO,Delivered,1262,56.63,51.46,0.0,No,100,19.0,71467.06,64942.520000000004,6524.539999999994,9.13,0.0,100.0
PO-00618,Beta_Supplies,2022-02-21,2022-03-13,Office Supplies,Pending,753,88.02,79.92,75.0,Yes,100,20.0,66279.06,60179.76,6099.299999999996,9.2,9.96,90.03999999999999
PO-00619,Beta_Supplies,2023-07-25,2023-08-14,Electronics,Delivered,1520,93.75,81.63,149.0,Yes,100,20.0,142500.0,124077.59999999999,18422.40000000001,12.93,9.8,90.2
PO-00620,Delta_Logistics,2022-09-13,2022-10-02,Office Supplies,Delivered,630,40.27,37.54,76.0,Yes,100,19.0,25370.100000000002,23650.2,1719.9000000000015,6.78,12.06,87.94
PO-00621,Delta_Logistics,2022-05-05,2022-05-06,Office Supplies,Delivered,839,86.29,82.51,110.0,Yes,100,1.0,72397.31000000001,69225.89,3171.420000000013,4.38,13.11,86.89
PO-00622,Alpha_Inc,2023-04-13,2023-05-02,Electronics,Delivered,910,14.33,14.07,27.0,Yes,100,19.0,13040.3,12803.7,236.59999999999854,1.81,2.97,97.03
PO-00623,Epsilon_Group,2022-05-17,2022-05-24,Raw Materials,Delivered,296,64.94,63.61,0.0,Yes,100,7.0,19222.239999999998,18828.56,393.67999999999665,2.05,0.0,100.0
PO-00624,Beta_Supplies,2023-04-21,2023-05-05,MRO,Delivered,1149,33.0,30.65,141.0,Yes,100,14.0,37917.0,35216.85,2700.1500000000015,7.12,12.27,87.73
PO-00625,Delta_Logistics,2023-11-15,2023-11-16,Electronics,Delivered,203,23.14,20.0,0.0,No,100,1.0,4697.42,4060.0,637.4200000000001,13.57,0.0,100.0
PO-00626,Epsilon_Group,2023-06-28,2023-07-16,Office Supplies,Delivered,1729,18.36,16.34,47.0,Yes,100,18.0,31744.44,28251.86,3492.579999999998,11.0,2.72,97.28
PO-00627,Delta_Logistics,2023-07-27,2023-08-06,Office Supplies,Delivered,1508,79.21,73.27,226.0,Yes,100,10.0,119448.68,110491.15999999999,8957.520000000004,7.5,14.99,85.01
PO-00628,Delta_Logistics,2023-09-02,2023-09-15,Packaging,Partially Delivered,1046,44.65,40.1,165.0,No,100,13.0,46703.9,41944.6,4759.300000000003,10.19,15.77,84.23
PO-00629,Alpha_Inc,2022-11-21,2022-11-24,Office Supplies,Delivered,1159,78.99,71.69,14.0,Yes,100,3.0,91549.40999999999,83088.70999999999,8460.699999999997,9.24,1.21,98.79
PO-00630,Beta_Supplies,2023-03-30,2023-04-05,Electronics,Delivered,746,16.99,15.35,69.0,No,100,6.0,12674.539999999999,11451.1,1223.4399999999987,9.65,9.25,90.75
PO-00631,Beta_Supplies,2023-09-20,2023-10-06,Packaging,Delivered,1358,42.21,38.75,128.0,Yes,100,16.0,57321.18,52622.5,4698.68,8.2,9.43,90.57
PO-00632,Gamma_Co,2023-06-01,2023-06-12,Office Supplies,Delivered,1293,63.53,59.42,79.0,Yes,100,11.0,82144.29000000001,76830.06,5314.2300000000105,6.47,6.11,93.89
PO-00633,Alpha_Inc,2023-03-13,2023-03-24,Electronics,Delivered,1142,86.85,74.28,30.0,Yes,100,11.0,99182.7,84827.76,14354.940000000002,14.47,2.63,97.37
PO-00634,Epsilon_Group,2023-07-16,2023-07-27,MRO,Delivered,1120,42.17,37.47,33.0,Yes,100,11.0,47230.4,41966.4,5264.0,11.15,2.95,97.05
PO-00635,Alpha_Inc,2023-04-02,2023-04-14,MRO,Delivered,1058,71.3,62.04,0.0,Yes,100,12.0,75435.4,65638.31999999999,9797.080000000002,12.99,0.0,100.0
PO-00636,Epsilon_Group,2022-06-12,,Office Supplies,Delivered,143,91.98,86.02,5.0,Yes,100,,13153.140000000001,12300.859999999999,852.2800000000025,6.48,3.5,96.5
PO-00637,Beta_Supplies,2023-05-02,2023-05-14,MRO,Delivered,1823,70.66,66.92,202.0,Yes,100,12.0,128813.18,121995.16,6818.0199999999895,5.29,11.08,88.92
PO-00638,Gamma_Co,2023-04-06,2023-04-10,Office Supplies,Delivered,1007,33.29,28.48,49.0,Yes,100,4.0,33523.03,28679.36,4843.669999999998,14.45,4.87,95.13
PO-00639,Gamma_Co,2022-09-23,2022-10-08,Packaging,Delivered,1061,12.68,12.36,56.0,No,100,15.0,13453.48,13113.96,339.52000000000044,2.52,5.28,94.72
PO-00640,Beta_Supplies,2022-09-11,2022-09-26,MRO,Pending,502,91.84,82.33,0.0,Yes,100,15.0,46103.68,41329.659999999996,4774.020000000004,10.35,0.0,100.0
PO-00641,Delta_Logistics,2023-10-15,2023-10-19,Packaging,Delivered,1277,13.17,11.63,199.0,No,100,4.0,16818.09,14851.51,1966.58,11.69,15.58,84.42
PO-00642,Alpha_Inc,2022-10-11,2022-10-24,Packaging,Delivered,961,92.72,88.49,22.0,Yes,100,13.0,89103.92,85038.89,4065.029999999999,4.56,2.29,97.71
PO-00643,Gamma_Co,2023-06-18,2023-07-02,Packaging,Delivered,267,62.5,61.18,17.0,Yes,100,14.0,16687.5,16335.06,352.4400000000005,2.11,6.37,93.63
PO-00644,Delta_Logistics,2023-05-12,2023-05-18,Raw Materials,Cancelled,523,102.08,99.59,0.0,Yes,100,6.0,53387.84,52085.57,1302.2699999999968,2.44,0.0,100.0
PO-00645,Epsilon_Group,2023-10-04,2023-10-23,Electronics,Pending,481,90.49,77.17,0.0,Yes,100,19.0,43525.689999999995,37118.770000000004,6406.919999999991,14.72,0.0,100.0
PO-00646,Gamma_Co,2022-09-02,2022-09-09,Office Supplies,Delivered,390,103.81,100.12,20.0,Yes,100,7.0,40485.9,39046.8,1439.0999999999985,3.55,5.13,94.87
PO-00647,Epsilon_Group,2022-10-09,2022-10-25,Packaging,Delivered,600,43.43,38.76,22.0,Yes,100,16.0,26058.0,23256.0,2802.0,10.75,3.67,96.33
PO-00648,Delta_Logistics,2023-03-27,,Office Supplies,Delivered,1685,84.58,75.21,253.0,No,100,,142517.3,126728.84999999999,15788.449999999997,11.08,15.01,84.99
PO-00649,Epsilon_Group,2022-03-21,2022-03-31,Packaging,Cancelled,1362,46.64,42.85,33.0,Yes,100,10.0,63523.68,58361.700000000004,5161.979999999996,8.13,2.42,97.58
PO-00650,Delta_Logistics,2024-01-01,2024-01-04,Electronics,Pending,1327,59.57,56.44,169.0,Yes,100,3.0,79049.39,74895.87999999999,4153.510000000009,5.25,12.74,87.26
PO-00651,Epsilon_Group,2022-10-20,,MRO,Delivered,1807,69.47,60.0,50.0,Yes,100,,125532.29,108420.0,17112.289999999994,13.63,2.77,97.23
PO-00652,Alpha_Inc,2022-08-29,2022-09-06,Office Supplies,Pending,406,91.73,89.13,0.0,Yes,100,8.0,37242.380000000005,36186.78,1055.6000000000058,2.83,0.0,100.0
PO-00653,Gamma_Co,2022-10-06,2022-10-18,Raw Materials,Partially Delivered,72,103.0,89.49,1.0,No,100,12.0,7416.0,6443.28,972.7200000000003,13.12,1.39,98.61
PO-00654,Gamma_Co,2022-12-10,2022-12-20,Office Supplies,Delivered,1835,83.5,82.36,85.0,No,100,10.0,153222.5,151130.6,2091.899999999994,1.37,4.63,95.37
PO-00655,Delta_Logistics,2022-11-24,2022-12-10,Electronics,Pending,571,49.98,45.58,0.0,No,100,16.0,28538.579999999998,26026.18,2512.399999999998,8.8,0.0,100.0
PO-00656,Epsilon_Group,2023-07-08,2023-07-09,Packaging,Delivered,1831,52.24,50.44,60.0,Yes,100,1.0,95651.44,92355.64,3295.800000000003,3.45,3.28,96.72
PO-00657,Beta_Supplies,2022-03-24,2022-04-07,Office Supplies,Pending,1910,77.15,68.49,170.0,Yes,100,14.0,147356.5,130815.9,16540.600000000006,11.22,8.9,91.1
PO-00658,Gamma_Co,2022-05-22,2022-05-31,Electronics,Partially Delivered,1173,32.12,29.18,0.0,Yes,100,9.0,37676.759999999995,34228.14,3448.6199999999953,9.15,0.0,100.0
PO-00659,Epsilon_Group,2022-06-04,2022-06-17,Packaging,Partially Delivered,851,20.44,19.22,22.0,Yes,100,13.0,17394.440000000002,16356.22,1038.220000000003,5.97,2.59,97.41
PO-00660,Epsilon_Group,2022-08-25,2022-09-07,MRO,Cancelled,1253,43.38,38.01,34.0,Yes,100,13.0,54355.14000000001,47626.53,6728.610000000008,12.38,2.71,97.29
PO-00661,Alpha_Inc,2023-01-28,2023-02-15,Electronics,Delivered,1296,38.0,33.42,33.0,Yes,100,18.0,49248.0,43312.32,5935.68,12.05,2.55,97.45
PO-00662,Beta_Supplies,2023-12-12,2023-12-30,Raw Materials,Delivered,1979,40.88,39.46,221.0,Yes,100,18.0,80901.52,78091.34,2810.1800000000076,3.47,11.17,88.83
PO-00663,Gamma_Co,2022-06-06,2022-06-19,Office Supplies,Delivered,811,31.8,30.33,58.0,Yes,100,13.0,25789.8,24597.629999999997,1192.170000000002,4.62,7.15,92.85
PO-00664,Alpha_Inc,2023-12-25,2024-01-12,Electronics,Delivered,1732,15.37,14.7,38.0,Yes,100,18.0,26620.84,25460.399999999998,1160.4400000000023,4.36,2.19,97.81
PO-00665,Beta_Supplies,2022-08-08,2022-08-28,Packaging,Delivered,491,12.01,11.67,47.0,Yes,100,20.0,5896.91,5729.97,166.9399999999996,2.83,9.57,90.43
PO-00666,Gamma_Co,2022-03-07,2022-03-11,Packaging,Cancelled,1681,99.88,96.38,90.0,Yes,100,4.0,167898.28,162014.78,5883.5,3.5,5.35,94.65
PO-00667,Alpha_Inc,2023-03-01,2023-03-05,Raw Materials,Partially Delivered,818,51.89,47.85,12.0,Yes,100,4.0,42446.020000000004,39141.3,3304.720000000001,7.79,1.47,98.53
PO-00668,Beta_Supplies,2023-02-22,2023-03-05,Office Supplies,Delivered,1065,47.49,41.42,113.0,Yes,100,11.0,50576.85,44112.3,6464.549999999996,12.78,10.61,89.39
PO-00669,Gamma_Co,2022-12-05,2022-12-17,Packaging,Delivered,1398,75.08,67.09,57.0,Yes,100,12.0,104961.84,93791.82,11170.01999999999,10.64,4.08,95.92
PO-00670,Beta_Supplies,2023-07-10,2023-07-17,Packaging,Delivered,565,32.31,29.76,60.0,Yes,100,7.0,18255.15,16814.4,1440.75,7.89,10.62,89.38
PO-00671,Epsilon_Group,2023-04-23,2023-05-06,Packaging,Pending,1089,102.66,89.21,33.0,Yes,100,13.0,111796.73999999999,97149.68999999999,14647.050000000003,13.1,3.03,96.97
PO-00672,Delta_Logistics,2023-03-02,2023-03-04,Electronics,Delivered,841,86.43,83.77,125.0,No,100,2.0,72687.63,70450.56999999999,2237.060000000012,3.08,14.86,85.14
PO-00673,Delta_Logistics,2022-03-05,2022-03-16,Electronics,Delivered,385,18.23,17.74,0.0,Yes,100,11.0,7018.55,6829.9,188.65000000000055,2.69,0.0,100.0
PO-00674,Epsilon_Group,2022-07-31,2022-08-17,Office Supplies,Delivered,1832,49.01,41.86,52.0,Yes,100,17.0,89786.31999999999,76687.52,13098.799999999988,14.59,2.84,97.16
PO-00675,Beta_Supplies,2023-03-07,2023-03-27,Raw Materials,Delivered,307,95.36,83.63,29.0,Yes,100,20.0,29275.52,25674.41,3601.1100000000006,12.3,9.45,90.55
PO-00676,Epsilon_Group,2023-02-03,2023-02-08,Office Supplies,Delivered,546,101.2,97.82,21.0,Yes,100,5.0,55255.200000000004,53409.719999999994,1845.4800000000105,3.34,3.85,96.15
PO-00677,Delta_Logistics,2023-08-22,2023-09-11,Raw Materials,Delivered,945,57.01,55.14,147.0,No,100,20.0,53874.45,52107.3,1767.1499999999942,3.28,15.56,84.44
PO-00678,Delta_Logistics,2023-12-14,2023-12-27,MRO,Pending,209,72.71,64.34,39.0,Yes,100,13.0,15196.39,13447.060000000001,1749.329999999998,11.51,18.66,81.34
PO-00679,Beta_Supplies,2022-01-21,,Packaging,Delivered,1548,25.03,22.87,0.0,Yes,100,,38746.44,35402.76,3343.6800000000003,8.63,0.0,100.0
PO-00680,Delta_Logistics,2023-08-13,2023-08-23,Raw Materials,Delivered,901,108.63,106.3,141.0,Yes,100,10.0,97875.62999999999,95776.3,2099.329999999987,2.14,15.65,84.35
PO-00681,Epsilon_Group,2023-01-25,2023-02-11,Packaging,Delivered,1737,32.7,31.02,48.0,Yes,100,17.0,56799.9,53881.74,2918.1600000000035,5.14,2.76,97.24
PO-00682,Beta_Supplies,2023-05-04,2023-05-22,Raw Materials,Delivered,1981,102.43,90.99,204.0,Yes,100,18.0,202913.83000000002,180251.19,22662.640000000014,11.17,10.3,89.7
PO-00683,Epsilon_Group,2022-01-07,2022-01-26,MRO,Pending,739,68.47,66.09,19.0,Yes,100,19.0,50599.33,48840.51,1758.8199999999997,3.48,2.57,97.43
PO-00684,Beta_Supplies,2022-12-27,2022-12-28,Raw Materials,Delivered,1748,68.25,62.84,171.0,Yes,100,1.0,119301.0,109844.32,9456.679999999993,7.93,9.78,90.22
PO-00685,Delta_Logistics,2022-11-02,2022-11-06,Office Supplies,Cancelled,429,58.95,55.35,59.0,No,100,4.0,25289.550000000003,23745.15,1544.4000000000015,6.11,13.75,86.25
PO-00686,Gamma_Co,2023-02-04,,Electronics,Delivered,1618,32.76,28.41,62.0,Yes,100,,53005.68,45967.38,7038.300000000003,13.28,3.83,96.17
PO-00687,Beta_Supplies,2023-03-06,2023-03-07,Packaging,Delivered,1006,27.7,23.66,101.0,No,100,1.0,27866.2,23801.96,4064.2400000000016,14.58,10.04,89.96000000000001
PO-00688,Beta_Supplies,2023-07-06,2023-07-15,Electronics,Partially Delivered,740,32.53,29.35,84.0,Yes,100,9.0,24072.2,21719.0,2353.2000000000007,9.78,11.35,88.65
PO-00689,Gamma_Co,2023-07-14,,Raw Materials,Delivered,1500,29.19,27.24,72.0,Yes,100,,43785.0,40860.0,2925.0,6.68,4.8,95.2
PO-00690,Delta_Logistics,2023-09-10,2023-09-29,Office Supplies,Cancelled,1686,88.18,77.15,0.0,Yes,100,19.0,148671.48,130074.90000000001,18596.58,12.51,0.0,100.0
PO-00691,Epsilon_Group,2022-08-14,2022-08-16,Raw Materials,Cancelled,1341,42.96,41.75,39.0,Yes,100,2.0,57609.36,55986.75,1622.6100000000006,2.82,2.91,97.09
PO-00692,Alpha_Inc,2023-05-15,2023-05-21,MRO,Cancelled,1908,16.42,15.31,36.0,Yes,100,6.0,31329.360000000004,29211.48,2117.8800000000047,6.76,1.89,98.11
PO-00693,Gamma_Co,2022-08-13,2022-09-02,MRO,Partially Delivered,1650,100.62,90.45,85.0,Yes,100,20.0,166023.0,149242.5,16780.5,10.11,5.15,94.85
PO-00694,Alpha_Inc,2022-10-07,2022-10-20,MRO,Delivered,1490,93.57,81.68,29.0,Yes,100,13.0,139419.3,121703.20000000001,17716.099999999977,12.71,1.95,98.05
PO-00695,Delta_Logistics,2023-03-23,2023-03-31,Raw Materials,Delivered,1241,100.04,97.56,187.0,Yes,100,8.0,124149.64000000001,121071.96,3077.6800000000076,2.48,15.07,84.93
PO-00696,Beta_Supplies,2023-05-13,2023-05-17,MRO,Delivered,1915,107.51,102.66,184.0,Yes,100,4.0,205881.65000000002,196593.9,9287.75000000003,4.51,9.61,90.39
PO-00697,Beta_Supplies,2022-01-30,2022-02-14,Raw Materials,Delivered,1116,25.65,24.28,121.0,Yes,100,15.0,28625.399999999998,27096.48,1528.9199999999983,5.34,10.84,89.16
PO-00698,Delta_Logistics,2023-02-03,2023-02-08,Raw Materials,Delivered,1629,48.63,43.28,260.0,Yes,100,5.0,79218.27,70503.12,8715.150000000009,11.0,15.96,84.03999999999999
PO-00699,Epsilon_Group,2022-12-11,2022-12-18,Office Supplies,Delivered,334,82.54,74.63,0.0,Yes,100,7.0,27568.36,24926.42,2641.9400000000023,9.58,0.0,100.0
PO-00700,Epsilon_Group,2023-11-16,2023-12-06,Packaging,Delivered,446,80.63,70.37,0.0,Yes,100,20.0,35960.979999999996,31385.02,4575.9599999999955,12.72,0.0,100.0
PO-00701,Delta_Logistics,2023-11-27,,Electronics,Delivered,61,26.47,24.62,6.0,Yes,100,,1614.6699999999998,1501.8200000000002,112.84999999999968,6.99,9.84,90.16
PO-00702,Delta_Logistics,2023-02-19,2023-02-21,Packaging,Delivered,1680,88.85,87.53,0.0,Yes,100,2.0,149268.0,147050.4,2217.600000000006,1.49,0.0,100.0
PO-00703,Delta_Logistics,2022-06-19,2022-07-06,Electronics,Delivered,1375,30.95,30.02,223.0,Yes,100,17.0,42556.25,41277.5,1278.75,3.0,16.22,83.78
PO-00704,Delta_Logistics,2023-04-24,2023-05-05,Electronics,Partially Delivered,1971,32.4,30.48,321.0,Yes,100,11.0,63860.399999999994,60076.08,3784.3199999999924,5.93,16.29,83.71000000000001
PO-00705,Delta_Logistics,2022-05-11,,Raw Materials,Pending,1326,59.49,56.21,0.0,Yes,100,,78883.74,74534.46,4349.279999999999,5.51,0.0,100.0
PO-00706,Delta_Logistics,2023-09-30,2023-10-13,MRO,Cancelled,548,69.7,61.87,90.0,Yes,100,13.0,38195.6,33904.76,4290.8399999999965,11.23,16.42,83.58
PO-00707,Beta_Supplies,2023-07-01,2023-07-07,MRO,Delivered,803,67.81,61.53,78.0,Yes,100,6.0,54451.43,49408.590000000004,5042.8399999999965,9.26,9.71,90.28999999999999
PO-00708,Alpha_Inc,2022-01-28,2022-02-15,MRO,Delivered,84,18.23,15.55,0.0,Yes,100,18.0,1531.32,1306.2,225.1199999999999,14.7,0.0,100.0
PO-00709,Epsilon_Group,2023-02-08,2023-02-20,Packaging,Delivered,776,94.75,90.89,19.0,Yes,100,12.0,73526.0,70530.64,2995.3600000000006,4.07,2.45,97.55
PO-00710,Alpha_Inc,2023-08-30,2023-09-08,MRO,Delivered,898,37.12,35.54,18.0,No,100,9.0,33333.759999999995,31914.92,1418.8399999999965,4.26,2.0,98.0
PO-00711,Beta_Supplies,2023-08-01,2023-08-08,Office Supplies,Cancelled,139,23.71,20.18,14.0,Yes,100,7.0,3295.69,2805.02,490.6700000000001,14.89,10.07,89.93
PO-00712,Gamma_Co,2023-11-10,,Raw Materials,Delivered,825,99.89,97.65,30.0,Yes,100,,82409.25,80561.25,1848.0,2.24,3.64,96.36
PO-00713,Alpha_Inc,2022-01-28,2022-02-07,MRO,Delivered,654,96.01,90.31,10.0,Yes,100,10.0,62790.54,59062.74,3727.800000000003,5.94,1.53,98.47
PO-00714,Gamma_Co,2022-03-27,2022-04-06,MRO,Delivered,1995,88.47,82.65,87.0,No,100,10.0,176497.65,164886.75,11610.899999999994,6.58,4.36,95.64
PO-00715,Beta_Supplies,2023-10-21,2023-10-28,MRO,Delivered,1019,91.56,77.93,111.0,No,100,7.0,93299.64,79410.67000000001,13888.969999999987,14.89,10.89,89.11
PO-00716,Epsilon_Group,2023-03-15,2023-03-31,Packaging,Pending,1675,73.8,65.34,42.0,Yes,100,16.0,123615.0,109444.5,14170.5,11.46,2.51,97.49
PO-00717,Gamma_Co,2022-05-19,2022-05-31,Raw Materials,Pending,1071,60.77,58.5,0.0,Yes,100,12.0,65084.670000000006,62653.5,2431.1700000000055,3.74,0.0,100.0
PO-00718,Beta_Supplies,2023-04-18,2023-04-27,Office Supplies,Delivered,467,19.17,17.11,49.0,Yes,100,9.0,8952.390000000001,7990.37,962.0200000000013,10.75,10.49,89.51
PO-00719,Delta_Logistics,2022-07-06,2022-07-25,MRO,Pending,164,48.16,47.46,27.0,Yes,100,19.0,7898.24,7783.4400000000005,114.79999999999927,1.45,16.46,83.53999999999999
PO-00720,Epsilon_Group,2022-02-21,2022-03-06,Electronics,Cancelled,666,43.76,41.13,18.0,Yes,100,13.0,29144.16,27392.58,1751.579999999998,6.01,2.7,97.3
PO-00721,Delta_Logistics,2022-09-24,2022-10-07,Packaging,Partially Delivered,1976,34.71,31.56,286.0,No,100,13.0,68586.96,62362.56,6224.400000000009,9.08,14.47,85.53
PO-00722,Epsilon_Group,2023-01-24,2023-01-29,MRO,Delivered,1269,79.61,71.86,47.0,Yes,100,5.0,101025.09,91190.34,9834.75,9.73,3.7,96.3
PO-00723,Epsilon_Group,2022-12-02,2022-12-12,MRO,Delivered,875,57.63,51.8,16.0,Yes,100,10.0,50426.25,45325.0,5101.25,10.12,1.83,98.17
PO-00724,Alpha_Inc,2022-08-05,,Packaging,Partially Delivered,1574,17.9,15.85,31.0,Yes,100,,28174.6,24947.899999999998,3226.7000000000007,11.45,1.97,98.03
PO-00725,Epsilon_Group,2023-04-11,2023-04-26,Office Supplies,Partially Delivered,1699,32.05,29.34,69.0,Yes,100,15.0,54452.95,49848.659999999996,4604.290000000001,8.46,4.06,95.94
PO-00726,Alpha_Inc,2022-12-01,2022-12-17,Electronics,Delivered,1566,75.43,71.27,27.0,Yes,100,16.0,118123.38,111608.81999999999,6514.560000000012,5.52,1.72,98.28
PO-00727,Gamma_Co,2022-12-12,2022-12-30,Electronics,Delivered,1148,17.78,17.16,61.0,Yes,100,18.0,20411.440000000002,19699.68,711.760000000002,3.49,5.31,94.69
PO-00728,Epsilon_Group,2023-01-24,2023-02-11,Office Supplies,Delivered,462,91.81,83.14,11.0,Yes,100,18.0,42416.22,38410.68,4005.540000000001,9.44,2.38,97.62
PO-00729,Gamma_Co,2022-10-12,2022-10-17,Packaging,Delivered,1449,57.02,49.28,71.0,Yes,100,5.0,82621.98000000001,71406.72,11215.26000000001,13.57,4.9,95.1
PO-00730,Epsilon_Group,2023-03-08,2023-03-27,MRO,Delivered,1493,56.98,52.51,43.0,Yes,100,19.0,85071.14,78397.43,6673.710000000006,7.84,2.88,97.12
