PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,data_quality_score,lead_time_days,total_original_value,total_negotiated_value,cost_savings,savings_percentage,defect_rate,quality_score,order_year,order_month,order_quarter,order_day_of_week,order_day_of_month,order_week_of_year,order_month_name,order_day_name,order_season,order_is_weekend,order_is_month_end,order_is_quarter_end,lead_time_category,lead_time_vs_median,is_fast_delivery,is_slow_delivery,supplier_total_orders,supplier_total_quantity,supplier_avg_order_quantity,supplier_total_spend,supplier_avg_order_value,supplier_avg_lead_time,supplier_lead_time_consistency,supplier_avg_defect_rate,supplier_quality_consistency,supplier_avg_savings_rate,supplier_savings_consistency,supplier_delivery_score,supplier_quality_score,supplier_overall_score,supplier_tier,price_change_absolute,price_change_ratio,negotiation_effectiveness,order_size_category,is_high_value_order,defect_severity,is_perfect_order,compliance_score,delivery_risk,quality_risk,compliance_risk,composite_risk_score,risk_level
PO-00055,Beta_Supplies,2023-07-20,2023-08-07,Electronics,Delivered,1317,68.13,60.52,136.0,Yes,100,18.0,89727.20999999999,79704.84000000001,10022.36999999998,11.17,10.33,89.67,2023,7,3,3,20,29,July,Thursday,Summer,False,False,False,Extended,7.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,7.609999999999992,0.8883017760164392,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00056,Epsilon_Group,2022-10-28,2022-10-30,Raw Materials,Delivered,881,100.94,95.05,30.0,Yes,100,2.0,88928.14,83739.05,5189.0899999999965,5.84,3.41,96.59,2022,10,4,4,28,43,October,Friday,Fall,False,True,False,Express,-9.0,True,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,5.890000000000001,0.9416485040618189,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00057,Delta_Logistics,2023-10-06,,Packaging,Delivered,1578,48.33,42.77,206.0,Yes,100,,76264.73999999999,67491.06,8773.679999999993,11.5,13.05,86.95,2023,10,4,4,6,40,October,Friday,Fall,False,False,False,,,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,5.559999999999995,0.8849575832816057,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00058,Delta_Logistics,2023-09-26,2023-10-01,MRO,Delivered,1204,39.29,35.44,0.0,Yes,100,5.0,47305.16,42669.759999999995,4635.4000000000015,9.8,0.0,100.0,2023,9,3,1,26,39,September,Tuesday,Fall,False,False,True,Express,-6.0,True,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,3.8500000000000014,0.9020106897429371,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00059,Epsilon_Group,2023-01-06,2023-01-22,MRO,Pending,1558,93.46,91.27,39.0,Yes,100,16.0,145610.68,142198.66,3412.0199999999895,2.34,2.5,97.5,2023,1,1,4,6,1,January,Friday,Winter,False,False,False,Extended,5.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,2.1899999999999977,0.9765675155146587,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00060,Alpha_Inc,2023-08-15,2023-08-16,Packaging,Delivered,1892,32.99,28.81,35.0,Yes,100,1.0,62417.08,54508.52,7908.560000000005,12.67,1.85,98.15,2023,8,3,1,15,33,August,Tuesday,Summer,False,False,False,Express,-10.0,True,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,4.180000000000003,0.8732949378599575,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00061,Epsilon_Group,2022-07-16,2022-08-01,Packaging,Delivered,696,99.59,90.18,25.0,Yes,100,16.0,69314.64,62765.280000000006,6549.359999999993,9.45,3.59,96.41,2022,7,3,5,16,28,July,Saturday,Summer,True,False,False,Extended,5.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,9.409999999999997,0.905512601666834,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00062,Delta_Logistics,2023-12-23,2024-01-03,MRO,Partially Delivered,70,12.37,11.04,10.0,Yes,100,11.0,865.9,772.8,93.10000000000002,10.75,14.29,85.71000000000001,2023,12,4,5,23,51,December,Saturday,Winter,True,False,True,Standard,0.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,1.33,0.8924818108326596,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00063,Gamma_Co,2022-03-13,2022-03-15,Raw Materials,Delivered,890,98.26,93.14,49.0,Yes,100,2.0,87451.40000000001,82894.6,4556.800000000003,5.21,5.51,94.49,2022,3,1,6,13,10,March,Sunday,Spring,True,False,True,Express,-9.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,5.1200000000000045,0.9478933441888866,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00064,Alpha_Inc,2022-02-16,2022-03-04,MRO,Delivered,216,13.95,12.31,5.0,Yes,100,16.0,3013.2,2658.96,354.2399999999998,11.76,2.31,97.69,2022,2,1,2,16,7,February,Wednesday,Winter,False,False,False,Extended,5.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,1.6399999999999988,0.8824372759856631,Successful,Small,False,Good,False,,0,0,0,0,Low
PO-00065,Delta_Logistics,2023-11-09,2023-11-12,Packaging,Delivered,1347,100.13,94.3,200.0,Yes,100,3.0,134875.11,127022.1,7853.009999999995,5.82,14.85,85.15,2023,11,4,3,9,45,November,Thursday,Fall,False,False,False,Express,-8.0,True,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,5.829999999999998,0.9417756916009188,Successful,Large,False,Critical,False,,0,1,0,1,Medium
PO-00066,Gamma_Co,2022-08-22,2022-08-25,Office Supplies,Partially Delivered,437,59.51,56.45,25.0,No,100,3.0,26005.87,24668.65,1337.2199999999975,5.14,5.72,94.28,2022,8,3,0,22,34,August,Monday,Summer,False,False,False,Express,-8.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,3.059999999999995,0.9485800705763738,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00067,Alpha_Inc,2022-10-24,2022-10-26,Electronics,Delivered,650,103.84,88.28,12.0,Yes,100,2.0,67496.0,57382.0,10114.0,14.98,1.85,98.15,2022,10,4,0,24,43,October,Monday,Fall,False,False,False,Express,-9.0,True,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,15.560000000000002,0.8501540832049307,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00068,Beta_Supplies,2022-03-23,2022-04-11,Office Supplies,Delivered,365,16.81,15.41,38.0,Yes,100,19.0,6135.65,5624.65,511.0,8.33,10.41,89.59,2022,3,1,2,23,12,March,Wednesday,Spring,False,False,True,Extended,8.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,1.3999999999999986,0.9167162403331351,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00069,Epsilon_Group,2022-08-27,,Raw Materials,Cancelled,63,61.94,53.8,0.0,Yes,100,,3902.22,3389.3999999999996,512.8200000000002,13.14,0.0,100.0,2022,8,3,5,27,34,August,Saturday,Summer,True,False,False,,,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,8.14,0.8685824991927672,Successful,Small,False,,True,,0,0,0,0,Low
PO-00070,Alpha_Inc,2022-04-14,2022-04-22,MRO,Delivered,291,98.7,87.02,9.0,Yes,100,8.0,28721.7,25322.82,3398.880000000001,11.83,3.09,96.91,2022,4,2,3,14,15,April,Thursday,Spring,False,False,False,Standard,-3.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,11.680000000000007,0.8816616008105369,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00071,Alpha_Inc,2023-01-25,2023-02-08,MRO,Cancelled,826,60.5,57.18,18.0,Yes,100,14.0,49973.0,47230.68,2742.3199999999997,5.49,2.18,97.82,2023,1,1,2,25,4,January,Wednesday,Winter,False,False,False,Standard,3.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,3.3200000000000003,0.9451239669421487,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00072,Delta_Logistics,2022-10-12,2022-11-01,Electronics,Pending,1419,69.64,59.28,194.0,Yes,100,20.0,98819.16,84118.32,14700.839999999997,14.88,13.67,86.33,2022,10,4,2,12,41,October,Wednesday,Fall,False,False,False,Extended,9.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,10.36,0.8512349224583573,Successful,Large,False,Critical,False,,1,1,0,2,High
PO-00073,Gamma_Co,2023-04-10,2023-04-27,Office Supplies,Delivered,614,78.06,73.95,40.0,Yes,100,17.0,47928.84,45405.3,2523.540000000001,5.27,6.51,93.49,2023,4,2,0,10,15,April,Monday,Spring,False,False,False,Extended,6.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,4.109999999999999,0.9473481936971561,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00074,Alpha_Inc,2023-10-13,2023-10-28,Electronics,Delivered,947,56.25,54.25,19.0,Yes,100,15.0,53268.75,51374.75,1894.0,3.56,2.01,97.99,2023,10,4,4,13,41,October,Friday,Fall,False,False,False,Extended,4.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,2.0,0.9644444444444444,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00075,Epsilon_Group,2023-01-09,2023-01-28,Raw Materials,Delivered,1413,70.47,69.65,0.0,Yes,100,19.0,99574.11,98415.45,1158.659999999989,1.16,0.0,100.0,2023,1,1,0,9,2,January,Monday,Winter,False,False,False,Extended,8.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,0.8199999999999932,0.9883638427699731,Successful,Large,False,,True,,0,0,0,0,Low
PO-00076,Alpha_Inc,2022-06-16,,Office Supplies,Partially Delivered,141,64.15,58.32,0.0,Yes,100,,9045.15,8223.12,822.0300000000007,9.09,0.0,100.0,2022,6,2,3,16,24,June,Thursday,Summer,False,False,True,,,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,5.830000000000005,0.9091192517537022,Successful,Small,False,,True,,0,0,0,0,Low
PO-00077,Alpha_Inc,2023-01-15,2023-02-04,Office Supplies,Delivered,1440,96.57,83.87,36.0,Yes,100,20.0,139060.8,120772.8,18287.999999999985,13.15,2.5,97.5,2023,1,1,6,15,2,January,Sunday,Winter,True,False,False,Extended,9.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,12.699999999999989,0.8684891788340066,Successful,Large,False,Good,False,,1,0,0,1,Medium
PO-00078,Delta_Logistics,2022-12-30,2023-01-03,Raw Materials,Delivered,1005,14.87,12.79,0.0,No,100,4.0,14944.35,12853.95,2090.3999999999996,13.99,0.0,100.0,2022,12,4,4,30,52,December,Friday,Winter,False,True,True,Express,-7.0,True,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,2.08,0.8601210490921318,Successful,Small,False,,True,,0,0,0,0,Low
PO-00079,Alpha_Inc,2022-08-03,,MRO,Delivered,1528,36.52,33.0,31.0,No,100,,55802.560000000005,50424.0,5378.560000000005,9.64,2.03,97.97,2022,8,3,2,3,31,August,Wednesday,Summer,False,False,False,,,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,3.520000000000003,0.9036144578313252,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00080,Gamma_Co,2023-11-18,2023-11-25,MRO,Delivered,1501,106.05,100.99,77.0,No,100,7.0,159181.05,151585.99,7595.059999999998,4.77,5.13,94.87,2023,11,4,5,18,46,November,Saturday,Fall,True,False,False,Express,-4.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,5.060000000000002,0.9522866572371522,Successful,Large,True,Poor,False,,0,1,0,1,Medium
PO-00081,Delta_Logistics,2022-10-01,2022-10-04,Packaging,Delivered,558,94.18,81.4,0.0,No,100,3.0,52552.44,45421.2,7131.239999999998,13.57,0.0,100.0,2022,10,4,5,1,39,October,Saturday,Fall,True,False,False,Express,-8.0,True,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,12.780000000000001,0.8643023996602252,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00082,Beta_Supplies,2023-12-20,2023-12-26,MRO,Delivered,825,56.88,50.84,0.0,Yes,100,6.0,46926.0,41943.0,4983.0,10.62,0.0,100.0,2023,12,4,2,20,51,December,Wednesday,Winter,False,False,True,Express,-5.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,6.039999999999999,0.8938115330520394,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00083,Beta_Supplies,2023-12-01,2023-12-07,Electronics,Cancelled,84,73.38,71.42,9.0,Yes,100,6.0,6163.92,5999.28,164.64000000000033,2.67,10.71,89.28999999999999,2023,12,4,4,1,48,December,Friday,Winter,False,False,True,Express,-5.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,1.9599999999999937,0.9732897247206324,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00084,Delta_Logistics,2023-10-26,2023-11-10,Raw Materials,Delivered,255,38.64,33.59,27.0,No,100,15.0,9853.2,8565.45,1287.75,13.07,10.59,89.41,2023,10,4,3,26,43,October,Thursday,Fall,False,False,False,Extended,4.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,5.049999999999997,0.8693064182194618,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00085,Gamma_Co,2022-03-15,2022-03-31,MRO,Delivered,1154,27.2,26.07,58.0,Yes,100,16.0,31388.8,30084.78,1304.0200000000004,4.15,5.03,94.97,2022,3,1,1,15,11,March,Tuesday,Spring,False,False,True,Extended,5.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,1.129999999999999,0.9584558823529412,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00086,Delta_Logistics,2023-09-16,2023-09-24,Office Supplies,Delivered,1635,56.91,54.37,262.0,No,100,8.0,93047.85,88894.95,4152.899999999994,4.46,16.02,83.98,2023,9,3,5,16,37,September,Saturday,Fall,True,False,True,Standard,-3.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,2.539999999999999,0.9553681251098225,Successful,Large,False,Critical,False,,0,1,0,1,Medium
PO-00087,Delta_Logistics,2023-10-13,2023-10-23,Raw Materials,Delivered,1945,46.19,40.12,278.0,No,100,10.0,89839.54999999999,78033.4,11806.149999999994,13.14,14.29,85.71000000000001,2023,10,4,4,13,41,October,Friday,Fall,False,False,False,Standard,-1.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,6.07,0.8685862740852999,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00088,Delta_Logistics,2022-06-25,2022-07-10,MRO,Partially Delivered,1461,64.09,63.39,228.0,No,100,15.0,93635.49,92612.79,1022.7000000000116,1.09,15.61,84.39,2022,6,2,5,25,25,June,Saturday,Summer,True,False,True,Extended,4.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,0.7000000000000028,0.989077859260415,Successful,Large,False,Critical,False,,0,1,0,1,Medium
PO-00089,Delta_Logistics,2023-07-01,2023-07-09,Electronics,Delivered,1075,18.53,16.12,147.0,Yes,100,8.0,19919.75,17329.0,2590.75,13.01,13.67,86.33,2023,7,3,5,1,26,July,Saturday,Summer,True,False,False,Standard,-3.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,2.41,0.8699406368051807,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00090,Alpha_Inc,2022-09-08,,Packaging,Delivered,1071,101.6,93.91,25.0,Yes,100,,108813.6,100577.61,8235.98999999999,7.57,2.33,97.67,2022,9,3,3,8,36,September,Thursday,Fall,False,False,True,,,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,7.689999999999998,0.9243110236220473,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00091,Epsilon_Group,2022-06-17,2022-07-06,Packaging,Pending,1463,101.23,86.17,43.0,Yes,100,19.0,148099.49000000002,126066.71,22032.780000000013,14.88,2.94,97.06,2022,6,2,4,17,24,June,Friday,Summer,False,False,True,Extended,8.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,15.060000000000002,0.8512298725674207,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00092,Beta_Supplies,2023-04-19,2023-04-26,Raw Materials,Delivered,615,78.3,73.68,69.0,Yes,100,7.0,48154.5,45313.2,2841.2999999999956,5.9,11.22,88.78,2023,4,2,2,19,16,April,Wednesday,Spring,False,False,False,Express,-4.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,4.61999999999999,0.9409961685823756,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00093,Gamma_Co,2023-01-24,2023-02-11,Electronics,Delivered,1179,61.74,56.28,0.0,Yes,100,18.0,72791.46,66354.12,6437.340000000011,8.84,0.0,100.0,2023,1,1,1,24,4,January,Tuesday,Winter,False,False,False,Extended,7.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,5.460000000000001,0.9115646258503401,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00094,Alpha_Inc,2022-10-04,2022-10-09,Electronics,Partially Delivered,1845,39.56,37.63,45.0,Yes,100,5.0,72988.2,69427.35,3560.8499999999913,4.88,2.44,97.56,2022,10,4,1,4,40,October,Tuesday,Fall,False,False,False,Express,-6.0,True,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,1.9299999999999997,0.9512133468149646,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00095,Beta_Supplies,2023-10-18,,Electronics,Cancelled,1895,91.98,86.27,170.0,Yes,100,,174302.1,163481.65,10820.450000000012,6.21,8.97,91.03,2023,10,4,2,18,42,October,Wednesday,Fall,False,False,False,,,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,5.710000000000008,0.9379212872363556,Successful,Large,True,Poor,False,,0,1,0,1,Medium
PO-00096,Epsilon_Group,2023-12-06,2023-12-09,MRO,Partially Delivered,1550,79.86,69.57,32.0,No,100,3.0,123783.0,107833.5,15949.500000000016,12.89,2.06,97.94,2023,12,4,2,6,49,December,Wednesday,Winter,False,False,True,Express,-8.0,True,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,10.290000000000006,0.8711495116453793,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00097,Delta_Logistics,2023-07-25,2023-08-04,Packaging,Delivered,752,26.85,24.37,0.0,No,100,10.0,20191.2,18326.24,1864.9599999999991,9.24,0.0,100.0,2023,7,3,1,25,30,July,Tuesday,Summer,False,False,False,Standard,-1.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,2.4800000000000004,0.907635009310987,Successful,Small,False,,True,,0,0,0,0,Low
PO-00098,Epsilon_Group,2022-08-13,2022-09-01,Electronics,Delivered,451,95.2,90.07,21.0,Yes,100,19.0,42935.2,40621.57,2313.6300000000047,5.39,4.66,95.34,2022,8,3,5,13,32,August,Saturday,Summer,True,False,False,Extended,8.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,5.13000000000001,0.9461134453781511,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00099,Beta_Supplies,2023-12-03,,Office Supplies,Delivered,779,93.69,90.92,66.0,Yes,100,,72984.51,70826.68000000001,2157.829999999987,2.96,8.47,91.53,2023,12,4,6,3,48,December,Sunday,Winter,True,False,True,,,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,2.769999999999996,0.9704344113566016,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00100,Beta_Supplies,2022-11-29,2022-12-14,MRO,Pending,1629,100.26,86.44,187.0,No,100,15.0,163323.54,140810.76,22512.78,13.78,11.48,88.52,2022,11,4,1,29,48,November,Tuesday,Fall,False,True,False,Extended,4.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,13.820000000000007,0.8621583881907041,Successful,Large,False,Critical,False,,0,1,0,1,Medium
PO-00101,Alpha_Inc,2022-02-27,2022-02-22,Office Supplies,Delivered,211,75.69,65.4,2.0,Yes,100,-5.0,15970.59,13799.4,2171.1899999999987,13.59,0.95,99.05,2022,2,1,6,27,8,February,Sunday,Winter,True,False,False,Express,-16.0,True,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,10.289999999999992,0.8640507332540627,Successful,Small,False,Excellent,False,,0,0,0,0,Low
PO-00102,Alpha_Inc,2022-08-23,,Office Supplies,Delivered,251,67.49,64.48,2.0,Yes,100,,16939.989999999998,16184.48,755.5099999999966,4.46,0.8,99.2,2022,8,3,1,23,34,August,Tuesday,Summer,False,False,False,,,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,3.009999999999991,0.9554008001185362,Successful,Small,False,Excellent,False,,0,0,0,0,Low
PO-00103,Gamma_Co,2022-02-02,2022-02-18,Raw Materials,Delivered,1045,47.88,44.65,69.0,Yes,100,16.0,50034.600000000006,46659.25,3375.350000000006,6.75,6.6,93.4,2022,2,1,2,2,5,February,Wednesday,Winter,False,False,False,Extended,5.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,3.230000000000004,0.9325396825396824,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00104,Delta_Logistics,2022-11-20,2022-12-10,MRO,Delivered,319,98.64,89.15,57.0,Yes,100,20.0,31466.16,28438.85,3027.3099999999977,9.62,17.87,82.13,2022,11,4,6,20,46,November,Sunday,Fall,True,False,False,Extended,9.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,9.489999999999995,0.9037915652879157,Successful,Medium,False,Critical,False,,1,1,0,2,High
PO-00105,Epsilon_Group,2023-02-15,2023-03-01,Office Supplies,Partially Delivered,1936,93.66,92.24,58.0,Yes,100,14.0,181325.76,178576.63999999998,2749.1199999999953,1.52,3.0,97.0,2023,2,1,2,15,7,February,Wednesday,Winter,False,False,False,Standard,3.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,1.4200000000000017,0.9848387785607516,Successful,Large,True,Good,False,,0,0,0,0,Low
PO-00106,Delta_Logistics,2022-10-02,2022-10-22,MRO,Cancelled,865,14.7,13.14,135.0,No,100,20.0,12715.5,11366.1,1349.3999999999996,10.61,15.61,84.39,2022,10,4,6,2,39,October,Sunday,Fall,True,False,False,Extended,9.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,1.5599999999999987,0.8938775510204082,Successful,Small,False,Critical,False,,1,1,0,2,High
